ab,dogacan,NUTCH-434
ab,dogacan,NUTCH-443
ab,dogacan,NUTCH-247
ab,dogacan,NUTCH-466
ab,dogacan,NUTCH-471
ab,dogacan,NUTCH-468
ab,dogacan,NUTCH-485
ab,dogacan,NUTCH-392
ab,dogacan,NUTCH-498
ab,dogacan,NUTCH-501
ab,dogacan,NUTCH-497
ab,dogacan,NUTCH-504
ab,dogacan,NUTCH-439
ab,dogacan,NUTCH-505
ab,dogacan,NUTCH-515
ab,dogacan,NUTCH-516
ab,dogacan,NUTCH-518
ab,dogacan,NUTCH-525
ab,dogacan,NUTCH-533
ab,dogacan,NUTCH-514
ab,dogacan,NUTCH-530
ab,dogacan,NUTCH-532
ab,dogacan,NUTCH-535
ab,dogacan,NUTCH-546
ab,dogacan,NUTCH-547
ab,dogacan,NUTCH-557
ab,dogacan,NUTCH-488
ab,dogacan,NUTCH-552
ab,dogacan,NUTCH-567
ab,dogacan,NUTCH-574
ab,dogacan,NUTCH-573
ab,dogacan,NUTCH-581
ab,dogacan,NUTCH-528
ab,dogacan,NUTCH-596
ab,dogacan,NUTCH-584
ab,dogacan,NUTCH-551
ab,dogacan,NUTCH-566
ab,dogacan,NUTCH-598
ab,dogacan,NUTCH-628
ab,dogacan,NUTCH-635
ab,dogacan,NUTCH-643
ab,dogacan,NUTCH-639
ab,dogacan,NUTCH-413
ab,dogacan,NUTCH-524
ab,dogacan,NUTCH-654
ab,dogacan,NUTCH-652
ab,dogacan,NUTCH-442
ab,dogacan,NUTCH-637
ab,dogacan,NUTCH-650
ab,dogacan,NUTCH-662
ab,dogacan,NUTCH-664
ab,dogacan,NUTCH-669
ab,dogacan,NUTCH-648
ab,dogacan,NUTCH-92
ab,dogacan,NUTCH-251
ab,dogacan,NUTCH-563
ab,dogacan,NUTCH-683
ab,dogacan,NUTCH-673
ab,dogacan,NUTCH-684
ab,dogacan,NUTCH-699
ab,dogacan,NUTCH-721
ab,dogacan,NUTCH-679
ab,dogacan,NUTCH-739
ab,dogacan,NUTCH-692
ab,dogacan,NUTCH-666
ab,dogacan,NUTCH-655
ab,dogacan,NUTCH-821
ab,dogacan,NUTCH-696
ab,dogacan,NUTCH-879
ab,dogacan,NUTCH-872
ab,dogacan,NUTCH-884
ab,dogacan,NUTCH-886
ab,dogacan,NUTCH-882
ab,dogacan,NUTCH-891
ab,dogacan,NUTCH-893
ab,dogacan,NUTCH-907
ab,dogacan,NUTCH-880
ab,dogacan,NUTCH-864
ab,dogacan,NUTCH-894
ab,dogacan,NUTCH-913
ab,dogacan,GORA-12
ab,doronc,LUCENE-675
ab,doronc,LUCENE-997
ab,doronc,LUCENE-1812
ab,doronc,LUCENE-2887
ab,dsmiley,SOLR-139
ab,dsmiley,SOLR-1316
ab,dsmiley,SOLR-1535
ab,dsmiley,SOLR-1725
ab,dsmiley,LUCENE-3312
ab,dsmiley,LUCENE-3918
ab,dsmiley,SOLR-4619
ab,dsmiley,SOLR-4648
ab,dweiss,NUTCH-134
ab,dweiss,NUTCH-234
ab,dweiss,NUTCH-237
ab,dweiss,LUCENE-675
ab,dweiss,HADOOP-538
ab,dweiss,NUTCH-567
ab,dweiss,LUCENE-2341
ab,dweiss,LUCENE-2995
ab,dweiss,SOLR-2378
ab,dweiss,LUCENE-4083
ab,dweiss,SOLR-5584
ab,ehatcher,NUTCH-134
ab,ehatcher,SOLR-84
ab,ehatcher,SOLR-139
ab,ehatcher,SOLR-1298
ab,ehatcher,SOLR-1602
ab,ehatcher,SOLR-2079
ab,ehatcher,SOLR-1725
ab,elyograg,SOLR-1375
ab,elyograg,SOLR-1632
ab,elyograg,LUCENE-5914
ab,enis,NUTCH-289
ab,enis,NUTCH-466
ab,enis,NUTCH-471
ab,enis,NUTCH-393
ab,enis,NUTCH-498
ab,enis,NUTCH-501
ab,enis,NUTCH-439
ab,enis,NUTCH-518
ab,enis,HADOOP-785
ab,enis,HADOOP-2113
ab,enis,NUTCH-574
ab,enis,NUTCH-573
ab,enis,NUTCH-586
ab,enis,HADOOP-3243
ab,enis,HADOOP-3315
ab,enis,NUTCH-442
ab,enis,NUTCH-558
ab,enis,NUTCH-251
ab,enis,NUTCH-455
ab,enis,NUTCH-821
ab,enis,NUTCH-891
ab,enis,NUTCH-893
ab,enis,GORA-15
ab,fmeschbe,TIKA-340
ab,gsingers,LUCENE-675
ab,gsingers,LUCENE-532
ab,gsingers,SOLR-398
ab,gsingers,SOLR-799
ab,gsingers,SOLR-769
ab,gsingers,SOLR-1116
ab,gsingers,SOLR-243
ab,gsingers,SOLR-1298
ab,gsingers,SOLR-1301
ab,gsingers,SOLR-1321
ab,gsingers,LUCENE-1813
ab,gsingers,SOLR-1366
ab,gsingers,SOLR-1316
ab,gsingers,SOLR-1602
ab,gsingers,LUCENE-2329
ab,gsingers,LUCENE-2412
ab,gsingers,LUCENE-2455
ab,gsingers,LUCENE-2562
ab,gsingers,SOLR-2157
ab,gsingers,SOLR-2173
ab,gsingers,LUCENE-2887
ab,gsingers,LUCENE-2995
ab,gsingers,LUCENE-4055
ab,gsingers,SOLR-1725
ab,gstein,LUCENE-2995
ab,hairong,HADOOP-101
ab,hairong,HADOOP-1135
ab,hibou,LUCENE-997
ab,hossman,LUCENE-811
ab,hossman,LUCENE-997
ab,hossman,SOLR-84
ab,hossman,SOLR-139
ab,hossman,SOLR-398
ab,hossman,SOLR-799
ab,hossman,LUCENE-1420
ab,hossman,LUCENE-1494
ab,hossman,SOLR-243
ab,hossman,SOLR-1298
ab,hossman,SOLR-1301
ab,hossman,SOLR-1366
ab,hossman,SOLR-1375
ab,hossman,SOLR-1316
ab,hossman,SOLR-1614
ab,hossman,SOLR-1602
ab,hossman,SOLR-1535
ab,hossman,SOLR-1837
ab,hossman,LUCENE-2412
ab,hossman,SOLR-1877
ab,hossman,SOLR-1405
ab,hossman,SOLR-2079
ab,hossman,SOLR-2002
ab,hossman,LUCENE-2995
ab,hossman,SOLR-2593
ab,hossman,LUCENE-3854
ab,hossman,LUCENE-4050
ab,hossman,SOLR-1725
ab,hossman,SOLR-2822
ab,hsaputra,GORA-9
ab,hsaputra,GORA-15
ab,hsaputra,GORA-27
ab,janhoy,SOLR-139
ab,janhoy,SOLR-1316
ab,janhoy,SOLR-1536
ab,janhoy,SOLR-1535
ab,janhoy,SOLR-1837
ab,janhoy,LUCENE-2412
ab,janhoy,SOLR-2079
ab,janhoy,SOLR-2424
ab,janhoy,SOLR-1725
ab,janhoy,SOLR-2822
ab,janhoy,SOLR-4619
ab,jnioche,NUTCH-62
ab,jnioche,NUTCH-477
ab,jnioche,NUTCH-442
ab,jnioche,NUTCH-656
ab,jnioche,NUTCH-650
ab,jnioche,NUTCH-668
ab,jnioche,NUTCH-648
ab,jnioche,NUTCH-563
ab,jnioche,NUTCH-469
ab,jnioche,NUTCH-712
ab,jnioche,NUTCH-721
ab,jnioche,NUTCH-751
ab,jnioche,NUTCH-731
ab,jnioche,NUTCH-756
ab,jnioche,NUTCH-679
ab,jnioche,NUTCH-753
ab,jnioche,NUTCH-762
ab,jnioche,NUTCH-769
ab,jnioche,NUTCH-770
ab,jnioche,NUTCH-692
ab,jnioche,NUTCH-767
ab,jnioche,NUTCH-666
ab,jnioche,NUTCH-655
ab,jnioche,NUTCH-779
ab,jnioche,NUTCH-766
ab,jnioche,NUTCH-799
ab,jnioche,NUTCH-798
ab,jnioche,NUTCH-801
ab,jnioche,NUTCH-797
ab,jnioche,NUTCH-784
ab,jnioche,NUTCH-785
ab,jnioche,NUTCH-789
ab,jnioche,NUTCH-821
ab,jnioche,NUTCH-828
ab,jnioche,NUTCH-836
ab,jnioche,NUTCH-835
ab,jnioche,NUTCH-837
ab,jnioche,NUTCH-831
ab,jnioche,NUTCH-696
ab,jnioche,NUTCH-843
ab,jnioche,NUTCH-845
ab,jnioche,NUTCH-846
ab,jnioche,NUTCH-851
ab,jnioche,NUTCH-848
ab,jnioche,NUTCH-844
ab,jnioche,NUTCH-861
ab,jnioche,NUTCH-879
ab,jnioche,NUTCH-872
ab,jnioche,NUTCH-884
ab,jnioche,NUTCH-842
ab,jnioche,NUTCH-887
ab,jnioche,NUTCH-882
ab,jnioche,NUTCH-881
ab,jnioche,NUTCH-891
ab,jnioche,NUTCH-893
ab,jnioche,NUTCH-864
ab,jnioche,NUTCH-894
ab,jnioche,NUTCH-924
ab,jnioche,NUTCH-926
ab,jnioche,NUTCH-939
ab,jnioche,NUTCH-964
ab,jnioche,GORA-25
ab,jnioche,NUTCH-951
ab,jnioche,NUTCH-985
ab,jnioche,NUTCH-1087
ab,jnioche,NUTCH-1213
ab,jpountz,LUCENE-3918
ab,jpountz,LUCENE-5914
ab,karthick,LUCENE-2453
ab,kkrugler,NUTCH-230
ab,kkrugler,NUTCH-353
ab,kkrugler,SOLR-1301
ab,kkrugler,NUTCH-751
ab,kkrugler,NUTCH-731
ab,kkrugler,NUTCH-739
ab,kkrugler,TIKA-340
ab,kkrugler,NUTCH-797
ab,kkrugler,NUTCH-696
ab,kkrugler,TIKA-456
ab,kkrugler,TIKA-539
ab,kkrugler,TIKA-623
ab,kkrugler,NUTCH-1201
ab,koji,SOLR-769
ab,koji,SOLR-1298
ab,koji,SOLR-1301
ab,koji,SOLR-1316
ab,koji,LUCENE-1959
ab,koji,LUCENE-2482
ab,koji,SOLR-2593
ab,koji,SOLR-1725
ab,lewismc,NUTCH-62
ab,lewismc,NUTCH-609
ab,lewismc,NUTCH-628
ab,lewismc,NUTCH-648
ab,lewismc,NUTCH-251
ab,lewismc,NUTCH-666
ab,lewismc,NUTCH-797
ab,lewismc,NUTCH-802
ab,lewismc,NUTCH-693
ab,lewismc,NUTCH-828
ab,lewismc,NUTCH-879
ab,lewismc,NUTCH-842
ab,lewismc,NUTCH-887
ab,lewismc,NUTCH-882
ab,lewismc,NUTCH-881
ab,lewismc,NUTCH-891
ab,lewismc,NUTCH-864
ab,lewismc,GORA-9
ab,lewismc,NUTCH-926
ab,lewismc,GORA-12
ab,lewismc,GORA-15
ab,lewismc,GORA-25
ab,lewismc,GORA-26
ab,lewismc,NUTCH-1124
ab,lewismc,NUTCH-1154
ab,lewismc,NUTCH-1097
ab,lewismc,NUTCH-1135
ab,lewismc,GORA-27
ab,lewismc,NUTCH-1247
ab,mahadev,HADOOP-673
ab,mahadev,HADOOP-2019
ab,mahadev,HADOOP-3307
ab,mahadev,HADOOP-3315
ab,mahadev,HADOOP-4490
ab,mikemccand,LUCENE-675
ab,mikemccand,LUCENE-532
ab,mikemccand,LUCENE-811
ab,mikemccand,LUCENE-997
ab,mikemccand,LUCENE-1396
ab,mikemccand,LUCENE-1420
ab,mikemccand,LUCENE-1452
ab,mikemccand,LUCENE-1464
ab,mikemccand,LUCENE-1575
ab,mikemccand,LUCENE-1959
ab,mikemccand,LUCENE-2329
ab,mikemccand,LUCENE-2373
ab,mikemccand,LUCENE-2412
ab,mikemccand,LUCENE-2459
ab,mikemccand,LUCENE-2455
ab,mikemccand,LUCENE-2482
ab,mikemccand,LUCENE-2492
ab,mikemccand,LUCENE-2632
ab,mikemccand,LUCENE-2491
ab,mikemccand,LUCENE-2621
ab,mikemccand,SOLR-2002
ab,mikemccand,LUCENE-2766
ab,mikemccand,LUCENE-2887
ab,mikemccand,LUCENE-2959
ab,mikemccand,LUCENE-2995
ab,mikemccand,SOLR-2378
ab,mikemccand,LUCENE-3218
ab,mikemccand,SOLR-2809
ab,mikemccand,LUCENE-3433
ab,mikemccand,TIKA-748
ab,mikemccand,TIKA-623
ab,mikemccand,LUCENE-3836
ab,mikemccand,LUCENE-3837
ab,mikemccand,LUCENE-3854
ab,mikemccand,LUCENE-4050
ab,mikemccand,LUCENE-4055
ab,mikemccand,LUCENE-4083
ab,mikemccand,LUCENE-3312
ab,mikemccand,LUCENE-4119
ab,mikemccand,LUCENE-4122
ab,mikemccand,LUCENE-3918
ab,otis,NUTCH-61
ab,otis,NUTCH-109
ab,otis,NUTCH-193
ab,otis,LUCENE-675
ab,otis,NUTCH-387
ab,otis,LUCENE-532
ab,otis,NUTCH-596
ab,otis,NUTCH-628
ab,otis,LUCENE-1285
ab,otis,SOLR-84
ab,otis,SOLR-139
ab,otis,SOLR-398
ab,otis,NUTCH-359
ab,otis,NUTCH-442
ab,otis,SOLR-799
ab,otis,NUTCH-656
ab,otis,NUTCH-650
ab,otis,NUTCH-669
ab,otis,NUTCH-171
ab,otis,NUTCH-627
ab,otis,NUTCH-92
ab,otis,SOLR-1301
ab,otis,NUTCH-721
ab,otis,SOLR-1375
ab,otis,NUTCH-731
ab,otis,NUTCH-679
ab,otis,SOLR-1536
ab,otis,NUTCH-739
ab,otis,SOLR-1632
ab,otis,NUTCH-666
ab,otis,NUTCH-655
ab,otis,NUTCH-693
ab,otis,NUTCH-909
ab,otis,SOLR-2700
ab,otis,SOLR-5069
ab,pjaol,SOLR-1602
ab,rangadi,HADOOP-538
ab,rangadi,HADOOP-673
ab,rangadi,HADOOP-1147
ab,rangadi,HADOOP-2019
ab,reinhard,NUTCH-755
ab,reinhard,TIKA-539
ab,rjernst,LUCENE-5914
ab,romseygeek,LUCENE-3837
ab,shaie,LUCENE-532
ab,shaie,LUCENE-1575
ab,shaie,LUCENE-2373
ab,shaie,LUCENE-2455
ab,shaie,LUCENE-2482
ab,shaie,LUCENE-2492
ab,shaie,LUCENE-2453
ab,shaie,LUCENE-2632
ab,shaie,LUCENE-2562
ab,shaie,LUCENE-3837
ab,shaie,LUCENE-3918
ab,shv,HADOOP-101
ab,shv,HADOOP-24
ab,shv,HADOOP-222
ab,shv,HADOOP-1147
ab,shv,HADOOP-1272
ab,simonw,LUCENE-2453
ab,simonw,SOLR-2079
ab,simonw,LUCENE-2562
ab,simonw,LUCENE-2621
ab,simonw,LUCENE-2995
ab,simonw,SOLR-2700
ab,simonw,LUCENE-3218
ab,simonw,LUCENE-3433
ab,simonw,LUCENE-3560
ab,simonw,SOLR-1725
ab,simonw,LUCENE-3312
ab,siren,NUTCH-61
ab,siren,NUTCH-60
ab,siren,NUTCH-88
ab,siren,NUTCH-114
ab,siren,NUTCH-134
ab,siren,NUTCH-135
ab,siren,NUTCH-139
ab,siren,NUTCH-180
ab,siren,NUTCH-193
ab,siren,NUTCH-209
ab,siren,NUTCH-293
ab,siren,NUTCH-318
ab,siren,NUTCH-339
ab,siren,NUTCH-341
ab,siren,HADOOP-488
ab,siren,NUTCH-361
ab,siren,NUTCH-365
ab,siren,NUTCH-368
ab,siren,NUTCH-395
ab,siren,NUTCH-401
ab,siren,NUTCH-403
ab,siren,NUTCH-415
ab,siren,NUTCH-273
ab,siren,NUTCH-420
ab,siren,HADOOP-914
ab,siren,NUTCH-434
ab,siren,NUTCH-433
ab,siren,NUTCH-443
ab,siren,NUTCH-247
ab,siren,NUTCH-432
ab,siren,NUTCH-471
ab,siren,NUTCH-468
ab,siren,NUTCH-477
ab,siren,NUTCH-467
ab,siren,NUTCH-418
ab,siren,NUTCH-393
ab,siren,NUTCH-485
ab,siren,NUTCH-486
ab,siren,NUTCH-392
ab,siren,NUTCH-498
ab,siren,NUTCH-501
ab,siren,NUTCH-504
ab,siren,NUTCH-515
ab,siren,NUTCH-546
ab,siren,NUTCH-565
ab,siren,NUTCH-567
ab,siren,NUTCH-586
ab,siren,NUTCH-587
ab,siren,NUTCH-602
ab,siren,NUTCH-606
ab,siren,NUTCH-609
ab,siren,NUTCH-605
ab,siren,NUTCH-603
ab,siren,NUTCH-44
ab,siren,NUTCH-618
ab,siren,NUTCH-582
ab,siren,NUTCH-442
ab,siren,NUTCH-669
ab,siren,NUTCH-398
ab,siren,NUTCH-251
ab,siren,NUTCH-563
ab,siren,NUTCH-469
ab,siren,NUTCH-673
ab,siren,NUTCH-357
ab,siren,NUTCH-694
ab,siren,NUTCH-701
ab,siren,NUTCH-699
ab,siren,NUTCH-703
ab,siren,NUTCH-711
ab,siren,NUTCH-722
ab,siren,NUTCH-743
ab,siren,NUTCH-692
ab,siren,NUTCH-666
ab,siren,NUTCH-775
ab,siren,NUTCH-766
ab,siren,NUTCH-798
ab,siren,NUTCH-789
ab,siren,SOLR-2700
ab,siren,SOLR-3139
ab,sreekanth,HADOOP-4490
ab,stack,NUTCH-134
ab,stack,NUTCH-190
ab,stack,NUTCH-209
ab,stack,NUTCH-425
ab,stack,NUTCH-426
ab,stack,NUTCH-437
ab,stack,HADOOP-3063
ab,stack,HADOOP-3315
ab,stack,HBASE-849
ab,stack,HBASE-875
ab,stack,HBASE-908
ab,stack,HBASE-1979
ab,szetszwo,HADOOP-3307
ab,talat,NUTCH-1124
ab,tdunning,SOLR-1301
ab,tdunning,LUCENE-1813
ab,tdunning,SOLR-1375
ab,tejasp,NUTCH-427
ab,tejasp,NUTCH-802
ab,tejasp,NUTCH-842
ab,thaichat04,TIKA-623
ab,thaichat04,TIKA-1412
ab,thorsten,NUTCH-407
ab,thorsten,SOLR-84
ab,thorsten,SOLR-1632
ab,tomwhite,HADOOP-931
ab,tomwhite,HADOOP-938
ab,tomwhite,HADOOP-1046
ab,tomwhite,HADOOP-1128
ab,tomwhite,HADOOP-1135
ab,tomwhite,HADOOP-1147
ab,tomwhite,HADOOP-1272
ab,vinodkv,HADOOP-4490
ab,yhemanth,HADOOP-4490
ab,zjshen,LUCENE-2621
ab,zshao,HADOOP-3315
abayer,acmurthy,BIGTOP-711
abayer,adriancole,WHIRR-713
abayer,adriancole,WHIRR-716
abayer,adriancole,WHIRR-719
abayer,adriancole,JCLOUDS-24
abayer,adriancole,JCLOUDS-25
abayer,adriancole,JCLOUDS-26
abayer,adriancole,JCLOUDS-28
abayer,adriancole,JCLOUDS-15
abayer,adriancole,JCLOUDS-16
abayer,adriancole,JCLOUDS-17
abayer,adriancole,JCLOUDS-20
abayer,adriancole,JCLOUDS-18
abayer,adriancole,JCLOUDS-19
abayer,adriancole,JCLOUDS-30
abayer,adriancole,JCLOUDS-13
abayer,adriancole,JCLOUDS-31
abayer,adriancole,JCLOUDS-21
abayer,adriancole,JCLOUDS-22
abayer,adriancole,JCLOUDS-23
abayer,adriancole,JCLOUDS-37
abayer,adriancole,JCLOUDS-35
abayer,adriancole,JCLOUDS-57
abayer,adriancole,JCLOUDS-150
abayer,adriancole,JCLOUDS-288
abayer,adriancole,JCLOUDS-296
abayer,adriancole,JCLOUDS-299
abayer,adriancole,JCLOUDS-40
abayer,adriancole,JCLOUDS-49
abayer,adriancole,JCLOUDS-73
abayer,adriancole,JCLOUDS-32
abayer,adriancole,JCLOUDS-664
abayer,apurtell,BIGTOP-606
abayer,apurtell,BIGTOP-648
abayer,apurtell,BIGTOP-612
abayer,atm,HADOOP-8035
abayer,ccustine,JCLOUDS-337
abayer,cos,BIGTOP-3
abayer,cos,BIGTOP-98
abayer,cos,BIGTOP-90
abayer,cos,BIGTOP-1097
abayer,dlyubimov,MAHOUT-822
abayer,eclark,WHIRR-214
abayer,eli,BIGTOP-89
abayer,eli,HADOOP-7864
abayer,frankscholten,WHIRR-583
abayer,frankscholten,WHIRR-586
abayer,gkesavan,BIGTOP-711
abayer,gsingers,MAHOUT-822
abayer,hammer,BIGTOP-38
abayer,iocanel,WHIRR-580
abayer,iocanel,WHIRR-583
abayer,iocanel,WHIRR-548
abayer,iocanel,WHIRR-670
abayer,iocanel,WHIRR-717
abayer,iocanel,JCLOUDS-18
abayer,iocanel,JCLOUDS-225
abayer,jlowe,HADOOP-8035
abayer,jwhitlock,JCLOUDS-47
abayer,mattf,BIGTOP-90
abayer,mithun,HIVE-2928
abayer,otis,WHIRR-214
abayer,phunt,BIGTOP-98
abayer,rvs,BIGTOP-3
abayer,rvs,BIGTOP-23
abayer,rvs,BIGTOP-29
abayer,rvs,BIGTOP-37
abayer,rvs,BIGTOP-11
abayer,rvs,BIGTOP-34
abayer,rvs,BIGTOP-47
abayer,rvs,BIGTOP-52
abayer,rvs,BIGTOP-40
abayer,rvs,BIGTOP-57
abayer,rvs,BIGTOP-4
abayer,rvs,BIGTOP-51
abayer,rvs,BIGTOP-32
abayer,rvs,BIGTOP-50
abayer,rvs,BIGTOP-68
abayer,rvs,BIGTOP-71
abayer,rvs,BIGTOP-73
abayer,rvs,BIGTOP-75
abayer,rvs,BIGTOP-88
abayer,rvs,BIGTOP-84
abayer,rvs,BIGTOP-98
abayer,rvs,BIGTOP-100
abayer,rvs,BIGTOP-102
abayer,rvs,BIGTOP-89
abayer,rvs,BIGTOP-54
abayer,rvs,BIGTOP-56
abayer,rvs,BIGTOP-90
abayer,rvs,BIGTOP-158
abayer,rvs,BIGTOP-267
abayer,rvs,BIGTOP-277
abayer,rvs,BIGTOP-292
abayer,rvs,MAHOUT-822
abayer,rvs,BIGTOP-442
abayer,rvs,BIGTOP-633
abayer,rvs,BIGTOP-608
abayer,rvs,BIGTOP-660
abayer,rvs,BIGTOP-606
abayer,rvs,BIGTOP-648
abayer,rvs,BIGTOP-689
abayer,rvs,BIGTOP-612
abayer,rvs,BIGTOP-742
abayer,rvs,BIGTOP-714
abayer,rvs,BIGTOP-711
abayer,rvs,BIGTOP-750
abayer,rvs,BIGTOP-798
abayer,rvs,WHIRR-694
abayer,rvs,WHIRR-693
abayer,rvs,WHIRR-681
abayer,rvs,WHIRR-670
abayer,rvs,WHIRR-705
abayer,rvs,WHIRR-715
abayer,rvs,BIGTOP-1074
abayer,rvs,BIGTOP-1075
abayer,rvs,BIGTOP-1097
abayer,srowen,MAHOUT-811
abayer,srowen,MAHOUT-822
abayer,tcp,MAHOUT-822
abayer,tdunning,MAHOUT-822
abayer,tomwhite,BIGTOP-278
abayer,tomwhite,BIGTOP-295
abayer,tomwhite,MAHOUT-822
abayer,tomwhite,WHIRR-593
abayer,tomwhite,WHIRR-584
abayer,tomwhite,WHIRR-568
abayer,tomwhite,WHIRR-450
abayer,tomwhite,WHIRR-428
abayer,tomwhite,WHIRR-63
abayer,tomwhite,WHIRR-189
abayer,tomwhite,WHIRR-599
abayer,tomwhite,WHIRR-573
abayer,tomwhite,WHIRR-579
abayer,tomwhite,WHIRR-580
abayer,tomwhite,WHIRR-604
abayer,tomwhite,WHIRR-608
abayer,tomwhite,WHIRR-612
abayer,tomwhite,WHIRR-525
abayer,tomwhite,WHIRR-629
abayer,tomwhite,WHIRR-639
abayer,tomwhite,WHIRR-499
abayer,tomwhite,WHIRR-646
abayer,tomwhite,WHIRR-120
abayer,tomwhite,WHIRR-642
abayer,tomwhite,WHIRR-552
abayer,tomwhite,WHIRR-679
abayer,tomwhite,WHIRR-673
abayer,tomwhite,WHIRR-706
abayer,tomwhite,WHIRR-707
abayer,tomwhite,WHIRR-693
abayer,tomwhite,WHIRR-681
abayer,tomwhite,WHIRR-670
abayer,tomwhite,WHIRR-708
abayer,tomwhite,WHIRR-711
abayer,tomwhite,WHIRR-118
abayer,tomwhite,WHIRR-373
abayer,tomwhite,WHIRR-712
abayer,tomwhite,WHIRR-546
abayer,tomwhite,WHIRR-709
abayer,tomwhite,WHIRR-722
abayer,tomwhite,WHIRR-214
abayer,tomwhite,WHIRR-757
abayer,wypoon,BIGTOP-798
abroekhuis,marrs,FELIX-2987
abroekhuis,marrs,CELIX-109
abroekhuis,pnoltes,CELIX-60
abroekhuis,pnoltes,CELIX-61
abroekhuis,pnoltes,CELIX-62
abroekhuis,pnoltes,CELIX-63
abroekhuis,pnoltes,CELIX-109
abroekhuis,pnoltes,CELIX-110
acmurthy,ab,HADOOP-538
acmurthy,ab,HADOOP-785
acmurthy,ab,HADOOP-1018
acmurthy,ab,HADOOP-1014
acmurthy,ab,HADOOP-1144
acmurthy,ab,HADOOP-1304
acmurthy,ab,HADOOP-1307
acmurthy,ab,HADOOP-4490
acmurthy,abayer,BIGTOP-711
acmurthy,amareshwari,HADOOP-1857
acmurthy,amareshwari,HADOOP-1973
acmurthy,amareshwari,HADOOP-1900
acmurthy,amareshwari,HADOOP-2092
acmurthy,amareshwari,HADOOP-1274
acmurthy,amareshwari,HADOOP-2208
acmurthy,amareshwari,HADOOP-2141
acmurthy,amareshwari,HADOOP-2391
acmurthy,amareshwari,HADOOP-2227
acmurthy,amareshwari,HADOOP-2453
acmurthy,amareshwari,HADOOP-2215
